2021-12-12 08:12:254 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:723 INFO  ProductPage :139 - Verifying the popup Message[[ChromeDriver: chrome on WINDOWS (b038625f7d5e29dfe9ca3679aa23b8ce)] -> xpath: (//h2[normalize-space()='Product successfully added to your shopping cart'])[1]]
2021-12-14 23:12:803 INFO  ProductPage :145 - Closing the popup message[[ChromeDriver: chrome on WINDOWS (b038625f7d5e29dfe9ca3679aa23b8ce)] -> xpath: //span[@title='Close window']]
2021-12-14 23:12:559 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:607 INFO  HomePage :33 - Clicking on WOMEN tab[[ChromeDriver: chrome on WINDOWS (989727f9269dd6339071035fb857f78b)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]]
2021-12-14 23:12:35 INFO  ProductPage :67 - Clicking on the productPrinted Summer Dress with Price $28.98
2021-12-14 23:12:106 INFO  ProductPage :82 - Entering the quatity 2
2021-12-14 23:12:222 INFO  ProductPage :100 - Selecting the size M
2021-12-14 23:12:300 INFO  ProductPage :113 - Selecting the colour Blue
2021-12-14 23:12:878 INFO  ProductPage :119 - Adding to cart[[ChromeDriver: chrome on WINDOWS (989727f9269dd6339071035fb857f78b)] -> xpath: //span[normalize-space()='Add to cart']]
2021-12-14 23:12:415 INFO  ProductPage :139 - Verifying the popup Message[[ChromeDriver: chrome on WINDOWS (989727f9269dd6339071035fb857f78b)] -> xpath: (//h2[normalize-space()='Product successfully added to your shopping cart'])[1]]
2021-12-14 23:12:508 INFO  ProductPage :145 - Closing the popup message[[ChromeDriver: chrome on WINDOWS (989727f9269dd6339071035fb857f78b)] -> xpath: //span[@title='Close window']]
2021-12-14 23:12:947 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:750 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (bf29ea426219f68b70acb134e00ed960)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-14 23:12:891 INFO  SignInPage :56 - Entering username :
2021-12-14 23:12:891 INFO  SignInPage :88 - Entering username 
2021-12-14 23:12:996 INFO  SignInPage :62 - Entering the password :123456
2021-12-14 23:12:996 INFO  SignInPage :90 - Entering the password 123456
2021-12-14 23:12:04 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (bf29ea426219f68b70acb134e00ed960)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:20 INFO  SignInPage :92 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (bf29ea426219f68b70acb134e00ed960)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:242 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (bf29ea426219f68b70acb134e00ed960)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:251 INFO  SignInPage :83 - Verifing the error message :null
2021-12-14 23:12:128 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:792 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (1a90c26a1f423310fb993e6176cd321d)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-14 23:12:924 INFO  SignInPage :56 - Entering username :abcd@gmail.com
2021-12-14 23:12:924 INFO  SignInPage :88 - Entering username abcd@gmail.com
2021-12-14 23:12:04 INFO  SignInPage :62 - Entering the password :
2021-12-14 23:12:04 INFO  SignInPage :90 - Entering the password 
2021-12-14 23:12:465 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1a90c26a1f423310fb993e6176cd321d)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:477 INFO  SignInPage :92 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1a90c26a1f423310fb993e6176cd321d)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:458 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1a90c26a1f423310fb993e6176cd321d)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:467 INFO  SignInPage :83 - Verifing the error message :null
2021-12-14 23:12:466 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:21 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (1f3895b2e02bb183b294fd01a4d758de)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-14 23:12:127 INFO  SignInPage :56 - Entering username :adfdfgfg
2021-12-14 23:12:127 INFO  SignInPage :88 - Entering username adfdfgfg
2021-12-14 23:12:224 INFO  SignInPage :62 - Entering the password :123456
2021-12-14 23:12:224 INFO  SignInPage :90 - Entering the password 123456
2021-12-14 23:12:295 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1f3895b2e02bb183b294fd01a4d758de)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:319 INFO  SignInPage :92 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1f3895b2e02bb183b294fd01a4d758de)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:496 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (1f3895b2e02bb183b294fd01a4d758de)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:507 INFO  SignInPage :83 - Verifing the error message :null
2021-12-14 23:12:424 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:878 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (4898ae20c5488185c60c503904910a3e)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-14 23:12:18 INFO  SignInPage :56 - Entering username :abcd@gmail.com
2021-12-14 23:12:18 INFO  SignInPage :88 - Entering username abcd@gmail.com
2021-12-14 23:12:117 INFO  SignInPage :62 - Entering the password :123456
2021-12-14 23:12:117 INFO  SignInPage :90 - Entering the password 123456
2021-12-14 23:12:900 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (4898ae20c5488185c60c503904910a3e)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:916 INFO  SignInPage :92 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (4898ae20c5488185c60c503904910a3e)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:829 INFO  SignInPage :68 - Clicking on Signin button :[[ChromeDriver: chrome on WINDOWS (4898ae20c5488185c60c503904910a3e)] -> xpath: //button[@id='SubmitLogin']]
2021-12-14 23:12:841 INFO  SignInPage :83 - Verifing the error message :null
2021-12-14 23:12:736 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-14 23:12:221 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (07eb2109a475065a717c66d35e86aeed)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-14 23:12:394 INFO  SignInPage :56 - Entering username :prime@gmail.com
2021-12-14 23:12:506 INFO  SignInPage :62 - Entering the password :Prime123
2021-12-14 23:12:791 INFO  SignInPage :68 - Clicking on Signin button :Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2021-12-14 23:12:866 INFO  SignInPage :99 - Verifying Signout link :[[ChromeDriver: chrome on WINDOWS (07eb2109a475065a717c66d35e86aeed)] -> xpath: //a[@title='Log me out']]
2021-12-15 06:12:483 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-15 06:12:27 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-15 06:12:184 INFO  SignInPage :44 - Entering the email : gTWnRGO7uZ@gmail.com
2021-12-15 06:12:318 INFO  SignInPage :50 - Clicking on create account :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //button[@id='SubmitCreate']]
2021-12-15 06:12:144 INFO  CreateAccountPage :47 - Entering firstname :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='customer_firstname']]
2021-12-15 06:12:280 INFO  CreateAccountPage :50 - Entering lastname :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='customer_lastname']]
2021-12-15 06:12:402 INFO  CreateAccountPage :53 - Entering password :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='passwd']]
2021-12-15 06:12:610 INFO  CreateAccountPage :56 - Entering address :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='address1']]
2021-12-15 06:12:754 INFO  CreateAccountPage :59 - Entering city name :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='city']]
2021-12-15 06:12:962 INFO  CreateAccountPage :62 - Selecting the state :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //select[@id='id_state']]
2021-12-15 06:12:106 INFO  CreateAccountPage :65 - Entering postalcode :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='postcode']]
2021-12-15 06:12:274 INFO  CreateAccountPage :68 - Entering contact number :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //input[@id='phone_mobile']]
2021-12-15 06:12:81 INFO  CreateAccountPage :73 - Clicking on register link :Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='submitAccount']'
2021-12-15 06:12:176 INFO  CreateAccountPage :78 - Verifying the message :[[ChromeDriver: chrome on WINDOWS (8b888b4a4acd940532faaafd5fa21601)] -> xpath: //h1[contains(text(),'My account')]]
2021-12-15 06:12:155 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-15 06:12:562 INFO  HomePage :30 - Clicking on SignIn :[[ChromeDriver: chrome on WINDOWS (094e209ed86844253f9c97cad2d2d31b)] -> xpath: //a[contains(text(),'Sign in')]]
2021-12-15 06:12:656 INFO  SignInPage :38 - Verifying the message :[[ChromeDriver: chrome on WINDOWS (094e209ed86844253f9c97cad2d2d31b)] -> xpath: //h1[contains(text(),'Authentication')]]
2021-12-15 06:12:545 INFO  ManageDriver :31 - launching Chrome Browser
2021-12-15 06:12:193 INFO  HomePage :35 - Clicking on WOMEN tab :[[ChromeDriver: chrome on WINDOWS (1e01348fd93e82bc735f0e488f7b8e73)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]]
2021-12-15 06:12:240 INFO  WomenCategoryPage :23 - Verifying WOMEN text :[[ChromeDriver: chrome on WINDOWS (1e01348fd93e82bc735f0e488f7b8e73)] -> xpath: //h2[contains(text(),'Women')]]
